"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Smart Trap Design with Machine Learning and Embedded System Structure","E. Atmaca; B. Höke; C. Ünsalan","Mühendislik Fakültesi, Elektrik ve Elektronik Müh, Marmara Üniversitesi, Bölümü; Mühendislik Fakültesi, Elektrik ve Elektronik Müh, Marmara Üniversitesi, Bölümü; Mühendislik Fakültesi, Elektrik ve Elektronik Müh, Marmara Üniversitesi, Bölümü",2022 30th Signal Processing and Communications Applications Conference (SIU),"29 Aug 2022","2022","","","1","4","It is very important to fight the Mediterranean fruit fly pest in orchards in our country. If this fight is not given, serious economic losses occur. Traps are currently being set up on trees to detect pests. It is important that these traps are checked by farmers at regular intervals in terms of pesticide applications of fruits. This process increases the workload of farmers. Therefore, a smart trap design that automatically detects the number of Mediterranean fruit flies is proposed in this study. The smart trap is implemented as an embedded system using the STM 32F746GDISCOVERY development board with an Arm Cortex M7 processor on it. Via the proposed system, quantitative data can be obtained about the population of Mediterranean fruit flies in the determined region. Machine learning is performed on the proposed embedded system. Therefore, a deep learning-based structure that can work on the embedded system has been designed. Obtained preliminary results indicate that the proposed system can be used for Mediterranean fruit fly detection and automatic determination of its number in a given region.","2165-0608","978-1-6654-5092-8","10.1109/SIU55565.2022.9864772","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864772","Smart trap;Mediterranean fruit fly;embedded system;deep learning","Economics;Embedded systems;Sociology;Machine learning;Signal processing;Statistics","","1","","0","IEEE","29 Aug 2022","15-18 May 2022","15-18 May 2022","IEEE","IEEE Conferences"
"OSSS methodology - system-level design and synthesis of embedded HW/SW systems in C++","K. Gruttner; F. Oppenheimer; W. Nebel","Technology Cluster Design Hardware/Software Systems, OFFIS Institute of Information Technology, Oldenburg, Germany; Technology Cluster Design Hardware/Software Systems, OFFIS Institute of Information Technology, Oldenburg, Germany; Embedded Hardware/Software Systems, Carl von Ossietzky University슠of슠Oldenburg, Oldenburg, Germany",2008 First International Symposium on Applied Sciences on Biomedical and Communication Technologies,"16 Dec 2008","2008","","","1","5","The OSSS methodology defines a seamless design flow for embedded HW/SW systems. It enables the effective use of high-level SystemCTM and C++ features like classes (object-oriented design paradigm), templates and method based communication for the description of SW and HW. Furthermore, it supports the OSCI SystemC Synthesis Subset for low-level HW description and HW IP integration. With Fossy we provide a tool for the automatic transformation of a system description in OSSS to an implementation. In this paper we present a top-down design flow using the OSSS methodology for the implementation of an adaptive video filter. The last step of the proposed design flow has been performed automatically by Fossy. We have targeted a Xilinx FPGA to proof the usability of a physical implementation for future SoC designs.","2325-5331","978-1-4244-2647-8","10.1109/ISABEL.2008.4712587","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4712587","","System-level design;Hardware;Embedded system;Communication system software;Embedded software;Software performance;Software systems;Adaptive filters;Information technology;Software design","","4","","13","IEEE","16 Dec 2008","25-28 Oct. 2008","25-28 Oct. 2008","IEEE","IEEE Conferences"
"Development of Simple Korean Character Inputting Embedded System for the Severely Disabled","B. -H. Moon; J. -T. Ryu; Y. -S. Choi; S. -R. Kim","College of Information & Communication Engineering, Daegu University, South Korea; College of Information & Communication Engineering, Daegu University, South Korea; College of Information & Communication Engineering, Daegu University, South Korea; College of Information & Communication Engineering, Daegu University, South Korea",2010 International Conference on Machine Vision and Human-machine Interface,"29 Jul 2010","2010","","","729","732","Recently, electronic systems with various character input systems for information representation and delivery. Character input systems for the Korean language such as mobile phone has 12 or more input buttons. In this paper, we developed Korean language input system with 5 input buttons and 2 function buttons for the severely disabled. The inputting system typing sequence resembles Korean consonant and vowel. This system is not only easy to use by the handicapped, but also simple for children and foreigner to learn Korean language.","","978-1-4244-6596-5","10.1109/MVHI.2010.70","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5532494","Korean Character;Inputting;Embedded System","Embedded system;Keyboards;Mobile handsets;Natural languages;Muscles;Machine vision;Man machine systems;Moon;Educational institutions;Mobile communication","","","","6","IEEE","29 Jul 2010","24-25 April 2010","24-25 April 2010","IEEE","IEEE Conferences"
"Real Time Operating Systems for the Internet of Things, Vision, Architecture and Research Directions","M. H. A. Abdelsamea; M. Zorkany; N. Abdelkader","Electron. Dept., Nat. Telecommun. Inst., Cairo, Egypt; Electronics Department, NTI, Cairo, Egypt; Electr. Dept., Cairo Univ. Cairo, Cairo, Egypt",2016 World Symposium on Computer Applications & Research (WSCAR),"22 Dec 2016","2016","","","72","77","Internet of Things (IoT) is an environment in which everywhere and every device became smart in a smart world. Internet of Things is growing vastly, it is implemented using smart devices which involve with Embedded Systems (ESs). Real Time Operating Systems (RTOS) are used in ESs development due to RTOS added important features as RTOS simplifies development and makes systems more reliable. Many researches directed to the Internet of Things, RTOS became a part of IoT development. In this paper, A generic vision and architecture of RTOS for IoT and the way it could be implemented in different applications are presented. Implementation and testing methods of the RTOS for IoT are discussed. Finally, Research directions in using RTOS for IoT are discussed.","","978-1-5090-4114-5","10.1109/WSCAR.2016.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7791983","Internet of Things (IoT);Real Time Operating Systems (RTOS);Embedded Systems (ESs)","Internet of Things;Real-time systems;Protocols;Computer architecture;Performance evaluation;Embedded systems;Security;Smart devices;Hardware;Smart systems","","14","","18","IEEE","22 Dec 2016","12-14 March 2016","12-14 March 2016","IEEE","IEEE Conferences"
"Face Recognition and Tracking System Based on Embedded Platform","C. Zhang; T. Li; B. Li; X. Ye","The Measurement and Control Technology and Instrument, Jiangsu University, Zhenjiang, Jiangsu, China; The Opto-Electronics Information Science and Engineering, Jiangsu University, Zhenjiang, Jiangsu, China; The Measurement and Control Technology and Instrument, Jiangsu University, Zhenjiang, Jiangsu, China; The Measurement and Control Technology and Instrument, Jiangsu University, Zhenjiang, Jiangsu, China","2018 10th International Conference on Modelling, Identification and Control (ICMIC)","11 Nov 2018","2018","","","1","5","The paper introduces a face recognition and tracking system based on My RIO (National Instruments, USA), LabVIEW, NI Vision tool kit and OpenCV library. The system includes two parts, static recognition and dynamic tracking of face detection. The static part is mainly based on the combination of face feature extraction and template matching to realize the function of face recognition. The dynamic part is based on the combination of Haar classification and Camshift algorithm, through which the system completes the task of tracking face. The results show that the system works optimal when the threshold of matching is set as 60. To a certain extent, the accuracy of the system is affected by the illumination. With poor lighting, the system's recognition rate can still reach 72.10/0 and the rate of tracking gets to 83.4%. From the above performance, the system works well. Therefore, the system is significant to authentication and other fields.","","978-1-5386-5416-3","10.1109/ICMIC.2018.8529842","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8529842","Face recognition;Embedded System;Camshift;Pattern matching","Face recognition;Face;Heuristic algorithms;Feature extraction;Cameras;Embedded systems;Instruments","","2","","27","IEEE","11 Nov 2018","2-4 July 2018","2-4 July 2018","IEEE","IEEE Conferences"
"LyraNET: a zero-copy TCP/IP protocol stack for embedded operating systems","Yun-Chen Li; Mei-Ling Chiang","Department of Information Management, National Chi Nan University, Puli, Taiwan; Department of Information Management, National Chi Nan University, Puli, Taiwan",11th IEEE International Conference on Embedded and Real-Time Computing Systems and Applications (RTCSA'05),"21 Nov 2005","2005","","","123","128","Embedded systems are usually resource limited in terms of processing power, memory, and power consumption, thus embedded TCP/IP should be designed to make the best use of limited resources. Applying zero-copy mechanism can reduce memory usage and CPU processing time for data transmission. Power consumption can be reduced as well. In this paper, we present the design and implementation of zero-copy mechanism in the target embedded TCP/IP component, LyraNET, which is derived from Linux TCP/IP codes and remodeled as a reusable software component that is independent from operating systems and hardware. Performance evaluation shows that TCP/IP protocol processing overhead can be significantly decreased by 23-56.22%. Besides, object code size of this network component is only 78% of the size of the original Linux TCP/IP stack. The experience of this study can serve as the reference for embedding Linux TCP/IP stack into a target system and improving the transmission efficiency of Linux TCP/IP by zero-copy implementation.","2325-1301","0-7695-2346-3","10.1109/RTCSA.2005.57","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541068","","TCPIP;Protocols;Operating systems;Linux;Energy consumption;Embedded system;Data communication;Embedded software;Software reusability;Hardware","","7","1","8","IEEE","21 Nov 2005","17-19 Aug. 2005","17-19 Aug. 2005","IEEE","IEEE Conferences"
"Induction Machine Neural Estimator using Embedded System","L. F. Mouzinho; J. V. FonsecaNeto; B. A. Luciano; R. C. S. Freire; S. Y. Catunda","Electronic and Electrical Engineering Department, Maranhãos Federal Center of Technologic Education, Brazil; Electronic and Electrical Engineering Department, Federal University of Maranhão (UFMA), Brazil; Electronic and Electrical Engineering Department, Federal University of Campina Grande, Brazil; Electronic and Electrical Engineering Department, Federal University of Campina Grande, Brazil; Electronic and Electrical Engineering Department, Federal University of Maranhão (UFMA), Brazil",2005 IEEE Instrumentationand Measurement Technology Conference Proceedings,"13 Mar 2006","2005","2","","1291","1296","Indirect measurement architecture for speed estimation has been presented in this paper. This system is based on neural estimator implemented on programmable system on-chip (PSoC), using C++ language, which executes speed estimator algorithm, considering a 1.0 s time interval for neural estimator. The results from experiments and simulations indubitably proved the proposed estimator good performance. This efficiency was verified by analysis, considering the following focus: estimator precision when its compared to conventional speed measurements (tachometer). Speed measurements values from the PSoC and tachometer have shown a smaller than 2% discrepancy","1091-5281","0-7803-8879-8","10.1109/IMTC.2005.1604356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1604356","indirect measurement;speed Induction Machine;neural networks;estimation;embedded system;programmable architecture;PSoC;system real time","Induction machines;Embedded system;Velocity measurement;Voltage;Artificial neural networks;Signal processing algorithms;State estimation;Observers;Software measurement;Neural networks","","","","12","IEEE","13 Mar 2006","16-19 May 2005","16-19 May 2005","IEEE","IEEE Conferences"
"Architecture of a tool for automated testing the worst-case execution time of real-time embedded systems' firmware","D. Fedasyuk; R. Chopey; B. Knysh","Software department, Lviv Polytechnic National University, Lviv, Ukraine; Software department, Lviv Polytechnic National University, Lviv, Ukraine; Software department, Lviv Polytechnic National University, Lviv, Ukraine",2017 14th International Conference The Experience of Designing and Application of CAD Systems in Microelectronics (CADSM),"4 May 2017","2017","","","278","281","The work proposes an approach and architecture for a tool of automated testing firmware functions' worst-case execution time. The proposed approach and architecture are universal for any firmware created in Keil uVision IDE in C language using CMSIS-RTOS RTX.","","978-1-5090-5045-1","10.1109/CADSM.2017.7916134","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7916134","worst-case execution time;firmware automated testing;embedded system","Testing;Embedded systems;Microprogramming;Real-time systems;Microcontrollers;Tools;Databases","","2","","7","IEEE","4 May 2017","21-25 Feb. 2017","21-25 Feb. 2017","IEEE","IEEE Conferences"
"Graduate Courses in Embedded and Real-Time Systems","R. U. V.; M. B. M.","Virginia Tech; Department of Information Technology, Madras Institute of Technology's",IEEE Pervasive Computing,"23 Apr 2007","2007","6","2","101","104","This issue's column describes two courses taught at Anna University, India. The courses' topics are embedded and real-time systems with an emphasis on pervasive computing applications.","1558-2590","","10.1109/MPRV.2007.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4160612","education;training;Anna University;embedded and real-time systems;pervasive computing","Real time systems;Operating systems;Application software;Control systems;Embedded system;Communication system control;Pervasive computing;Seminars;Processor scheduling;Embedded computing","","1","","7","IEEE","23 Apr 2007","April-June 2007","","IEEE","IEEE Magazines"
"An Embedded TOP System for m-Commerce User Authentication","D. -H. Shih; D. -Y. Kao; J. -C. Shen","Department of Information Management, National Yunlin University of Science and Technology, Taiwan; Department of Information Management, National Yunlin University of Science and Technology, Taiwan; Hospitality College, National Kaohsiung Normal University, Taiwan",2009 Eighth International Conference on Mobile Business,"21 Jul 2009","2009","","","104","109","With the popularity of the third-generation and fourth-generation mobile phone services, the security of m-commerce operations already received more attentions. At present, the security mechanism of m-commerce operations rely on the encryption technology of subscriber identity module (SIM) card or the smart card textual password. Despite its security mechanism is stronger than the current Internet, but the improvement of hacker technology will result in greater security vulnerability and personal information exposure. The paper tries to develop a more security mechanism on m-commerce. Thus, this paper proposes an embedded TOP (three-dimension & object-based password) system for user authentication by using object-based password technique to improve user authentication scheme in m-commerce environment. The results proof this study offer stronger and more security password to memory by using this TOP system.","1935-4908","978-0-7695-3691-0","10.1109/ICMB.2009.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5169242","User Authentication;m-Commerce;Embedded System","Authentication;Information security;Dictionaries;Internet;Technology management;National security;Business communication;Resists;Embedded system;Educational institutions","","","","22","IEEE","21 Jul 2009","27-28 June 2009","27-28 June 2009","IEEE","IEEE Conferences"
"T-engine: the open, real-time embedded-systems platform for ubiquitous computing","N. Koshizuka; K. Sakamura","YRP Ubiquitous Networking Laboratory, University of Tokyo, Japan; YRP Ubiquitous Networking Laboratory, University of Tokyo, Japan",2003 Symposium on VLSI Circuits. Digest of Technical Papers (IEEE Cat. No.03CH37408),"18 Aug 2003","2003","","","117","122","T-Engine is a standard architecture for next generation real-time embedded systems for ubiquitous computing system to improve software productivity of these systems. This paper introduces the basic design philosophy of T-Engine, and overview of its standard hardware and software specifications. By now, several computer vendors have released more than ten hardware systems based on the T-Engine architecture. Upon these, software vendors are developing major middleware components for embedded systems such as Java, Linux, and mobile phone profiles.","","4-89114-034-8","10.1109/VLSIC.2003.1221178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1221178","","Ubiquitous computing;Software standards;Computer architecture;Embedded system;Embedded software;Hardware;Real time systems;Software systems;Productivity;Pervasive computing","","","","8","","18 Aug 2003","12-14 June 2003","12-14 June 2003","IEEE","IEEE Conferences"
"Design of Embedded Data Acquisition and Processing Based on ARM","L. Li","College of Artificial Intelligence, Wuhan Technology and Business University, Wuhan, China",2024 3rd International Conference on Artificial Intelligence and Autonomous Robot Systems (AIARS),"14 Oct 2024","2024","","","844","848","with the rapid development of the computer computing, the embedded system has been widely used in industrial control, home appliances, mobile communications and other industries. This paper analyzes the running process of embedded LINUX on ARM, and then studies its data processing according to the principle of embedded system. Then, it studies the data processing of the embedded system based on the principles of embedded system and presents the butterfly algorithm according to discrete Fourier transform (DFT) Principle, which is realized on the basis of S3C2410X microprocessor. Finally, the decimation-in-time radix-2 FFT computation block diagram is established, which lays a foundation for the future programming.","","979-8-3503-7617-3","10.1109/AIARS63200.2024.00158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10708885","embedded;data processing;Fourier transform;butterfly algorithm","Embedded systems;Program processors;Microprocessors;Discrete Fourier transforms;Pipelines;Programming;Data processing;Mobile communication;Standards;Remote monitoring","","","","12","IEEE","14 Oct 2024","29-31 July 2024","29-31 July 2024","IEEE","IEEE Conferences"
"Enhancement of sensing probability and sensing range of an embedded surveillance system by use of multiple sensor groups incorporating a majority voting mechanism","Ying-Wen Bai; Li-Sih Shen","Department of Electrical Engineering, Fu Jen Catholic University, Taipei, Taiwan; Department of Electrical Engineering, Fu Jen Catholic University, Taipei, Taiwan",2009 IEEE 13th International Symposium on Consumer Electronics,"6 Jul 2009","2009","","","801","805","In this paper we design and implement an embedded surveillance system which is triggered by Pyroelectric Infrared sensors (PIRs). Our design uploads images or videos to Web pages in real time and allows the user to monitor the area through the Internet. To enhance the sensing probability, we use multiple sensors to construct a sensor group operating by means of a majority voting mechanism. To cover a large sensing area, we use multiple sensor groups which have a majority voting mechanism and are able to help each other. The signals from the sensors are input to the embedded surveillance system which counts the sensing states using the software of the majority voting mechanism. The result of the statistics decides whether the embedded surveillance system is to be triggered which then records the images of an intruder in an efficient way.","2159-1423","978-1-4244-2975-2","10.1109/ISCE.2009.5156818","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5156818","Embedded Surveillance System;Majority Voting Mechanism;PIR Sensor","Surveillance;Sensor systems;Voting;Pyroelectricity;Infrared sensors;Videos;Web pages;Monitoring;Internet;Embedded software","","","","13","IEEE","6 Jul 2009","25-28 May 2009","25-28 May 2009","IEEE","IEEE Conferences"
"Design and Test of an Embedded System for Remote Elastic-band Resistance Training Monitoring based on the Internet of Things","T. Xu; D. Wang; J. Yan; L. Hu; Y. Guo; X. Wang; Y. Li","School of Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Advanced Manufacturing Engineering, Chongqing University of Posts and Telecommunications, Chongqing, China; School of Geography, Earth & Environmental Sciences, University of Birmingham, Birmingham, United Kingdom","2022 IEEE International Conference on Sensing, Diagnostics, Prognostics, and Control ( SDPC)","18 Oct 2022","2022","","","195","199","Resistance training is an effective physical rehabilitation method used to improve muscular strength and physical function of people with muscular diseases. For people living in rural areas or who can't easily access public rehabilitation centers, remote rehabilitation exercise is usually prescribed in their training programme. However, without supervision, physical therapists may not clear whether the patient has completed the resistance training programme as required. Therefore, exercise monitoring is important to physical therapists to evaluate the training effect and patient’s adherence to resistance training. This paper presents an embedded system for remote elastic-band resistance training monitoring. The embedded system includes a load cell, for elastic force recording, a control circuit board integrating a WiFi module, an Analog to Digital Converter (ADC) module and a STM32 controller, for data processing and uploading, a battery kit, for energy supply, and an OLED display and some physical buttons, for basic user interaction. Experiments show that the embedded system is compact and can correctly record the elastic force generated by the elastic-band during resistance training and upload it to cloud server for data analysis and processing.","","978-1-6654-6986-9","10.1109/SDPC55702.2022.9915899","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915899","internet of things;exercise rehabilitation;remote exercise monitoring;mhealth;embedded system","Training;Resistance;Cloud computing;Embedded systems;Force;Computer architecture;Batteries","","","","20","IEEE","18 Oct 2022","5-7 Aug. 2022","5-7 Aug. 2022","IEEE","IEEE Conferences"
"On generators for embedded information systems","G. Karsai; A. Ledeczi; M. Maroti","Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN, USA; Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN, USA; Institute for Software Integrated Systems, Vanderbilt University, Nashville, TN, USA",IMTC 2001. Proceedings of the 18th IEEE Instrumentation and Measurement Technology Conference. Rediscovering Measurement in the Age of Informatics (Cat. No.01CH 37188),"7 Aug 2002","2001","3","","1474","1478 vol.3","The sophisticated services provided by modern measurement systems and complex instruments are implemented almost exclusively in software. In fact, these instruments are embedded information systems where software components implement complex functions and act as the system integrator. The development of these software systems is crucial for achieving the desired quality and precision in a measurement system. In this paper, we present an approach to the development of complex embedded software systems through the use of generators. Software generators are software engineering tools that translate high-level, domain-specific models into executable systems. The key elements of this technology are domain modeling and automatic code generation resulting in the ability to reuse design solutions.","1091-5281","0-7803-6646-8","10.1109/IMTC.2001.929451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=929451","","Information systems;Embedded software;Hardware;Software systems;Software measurement;Embedded system;Software design;Instruments;Software tools;Software engineering","","1","","11","IEEE","7 Aug 2002","21-23 May 2001","21-23 May 2001","IEEE","IEEE Conferences"
"Homare: Platform Software for Aggregating Embedded Systems on Multi-core Processor","K. Okugawa; K. Mouri","Graduate School of Information Science and Engineering, Ritsumeikan University, Osaka, Japan; College of Information Science and Engineering, Ritsumeikan University, Osaka, Japan",2025 8th International Conference on Information and Computer Technologies (ICICT),"3 Jul 2025","2025","","","35","42","Large-scale embedded systems are increasing in performance and multifunctionality, so the increase in the number of hardware causes problems such as weight increase and internal space compression. In addition, while multi-core processors are becoming popular in embedded devices, existing embedded software does not take full advantage of them. To solve these problems, we propose a method to aggregate multiple existing embedded software into a single hardware with multi-core processors. Virtualization technology is generally used when aggregating multiple software, but it is difficult to guarantee real-time performance and porting cost for aggregation with existing technology. Therefore, we develop Homare as a platform software that enables the aggregation of embedded software with an emphasis on real-time performance and portability. In this paper, we describe the requirements for aggregating embedded systems in Homare and how to configure the aggregation platform software to ensure the requirements. In addition, to show that aggregation is possible, we actually port some embedded software and discuss its real-time performance and portability. The evaluation results show that the overhead caused by the aggregation is approximately 32 μs at the maximum, and the modification of embedded software required for porting is about ten parts.","2769-4542","979-8-3315-0518-9","10.1109/ICICT64582.2025.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11058517","System Software;Embedded System;Paravirtualization","Performance evaluation;Embedded systems;Costs;Multicore processing;Real-time systems;Hardware;System software;Resource management;Virtualization;Embedded software","","","","24","IEEE","3 Jul 2025","14-16 March 2025","14-16 March 2025","IEEE","IEEE Conferences"
"A Model-Based Approach for Robotics Education with Emphasis on Embedded Systems","R. Beneder; P. Schmitt; C. Kornyefalvy","Department of Electronic Engineering, UAS Technikum Wien, Vienna, Austria; Department of Electronic Engineering, UAS Technikum Wien, Vienna, Austria; Department of Electronic Engineering, UAS Technikum Wien, Vienna, Austria","2023 9th International Conference on Automation, Robotics and Applications (ICARA)","23 May 2023","2023","","","1","5","Typically, universities with a focus on technical sciences provide courses where students have to design control systems, to implement these control systems on embedded hardware and to verify the functionality of their implementations. Hence, the students work in groups and implement practical demonstrators based on given problem statements. In order to design, implement, and test robotic applications, it is mandatory to utilize expertise within the field of robotics and the field of embedded systems. The combination of expertise within both fields (robotics and embedded systems) is a highly demanded skill set, which is required to work for companies with focus on aviation, automotive, and even emerging applications for agricultural technology. The technical complexity of these applications is increasing almost exponentially, which requires abstract model-based approaches to ease the design flow of such implementations. This paper introduces a model-based approach for students within robotics and/or embedded systems degree programs. Moreover, this paper describes the state-of-the-art workflow to implement problem statements within the field of robotics and embedded systems (tools, approach and test), gives and overview of the model-based approach for students within these field of applications, and shows the integration of the results into courses based on a control system model.","2767-7745","978-1-6654-8921-8","10.1109/ICARA56516.2023.10125977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10125977","Robotics Education;Embedded Systems Education;Control Systems;Embedded Software","Adaptation models;Embedded systems;Education;Control systems;Mathematical models;Task analysis;Robots","","2","","15","IEEE","23 May 2023","10-12 Feb. 2023","10-12 Feb. 2023","IEEE","IEEE Conferences"
"Embedded systems training with bilingual education","L. Liu","Institute of Embedded Systems, IT school, Huzhou University, Huzhou, Zhejiang, China",TENCON 2007 - 2007 IEEE Region 10 Conference,"14 Jan 2008","2007","","","1","4","The courses of Embedded Systems are compulsory contents for most undergraduate and postgraduate students in Electronic Engineering or Computer Engineering. Since the newest information of IT is mostly issued in English, some Chinese graduated students, whose native language and their course books are not in English, face to difficulty to collect new information or update their knowledge themselves. In order to improve ability of the students in study and applications with English, the bilingual education for computer engineering is a significant effort. This paper is focus of the organization of bilingual education for computer applications in China. Situation analysis of objects, plan, practice and estimate of bilingual education are discussed. A course of embedded systems, MCU and Applications, with bi-language as an example is introduced in this paper. A research shows that the bilingual education is helpful for engineering students.","2159-3450","978-1-4244-1271-6","10.1109/TENCON.2007.4429154","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4429154","","Embedded system;Computer science education;Educational institutions;Computer applications;Application software;Books;Embedded computing;Natural languages;Systems engineering education;Engineering students","","2","","9","IEEE","14 Jan 2008","30 Oct.-2 Nov. 2007","30 Oct.-2 Nov. 2007","IEEE","IEEE Conferences"
"Development of active measurement diagnostics system applying Java environment based on embedded system","Jun-Young Jung; Kwang-Soo Kim; Min-Soo Jung","Department of Computer Engineering, Kyungnam University, Masan, South Korea; Networked Instrumentation, Korea Electrotechnology Research Institute, Changwon, South Korea; Department of Computer Engineering, Kyungnam University, Masan, South Korea","2004 IEEE Symposium on Virtual Environments, Human-Computer Interfaces and Measurement Systems, 2004. (VCIMS).","7 Mar 2005","2004","","","36","41","A system network-based instrument is trend in order to include an active function in a currently industrial field. However, there are many different kinds of the computing environments that industrial instruments are applying, and the system that possessed a networking function is very expensive. A Java to execute in an independent computing environment has enough advantages to establish environment requested in an industrial field. In this paper, we propose the active measurement diagnosis system that can compose a Java-based industrial embedded computing environment. A Java platform of a proposed system is including a module and Java API used in an industrial field. This system can easily integrate different execution environment between each target systems. In this way, an active measurement diagnosis system simplifies system structure and equally makes a computing environment between systems.","","0-7803-8339-7","10.1109/VECIMS.2004.1397182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1397182","","Java;Embedded system;Instruments;Computer industry;Communications technology;Computer networks;Embedded computing;Virtual machining;Internet;Computer architecture","","","","14","IEEE","7 Mar 2005","12-14 July 2004","12-14 July 2004","IEEE","IEEE Conferences"
"High Level Fault Injection Method for Evaluating Critical System Parameter Ranges","J. Roux; V. Beroulle; K. Morin-Allory; R. Leveugle; L. Bossuet; F. Cézilly; F. Berthoz; G. Genévrier; F. Cerisier","Univ. Grenoble Alpes, CNRS, Grenoble INP*, TIMA, Institute of Engineering Univ. Grenoble Alpes, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP*, LCIS, Institute of Engineering Univ. Grenoble Alpes, Valence, France; Univ. Grenoble Alpes, CNRS, Grenoble INP*, TIMA, Institute of Engineering Univ. Grenoble Alpes, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP*, TIMA, Institute of Engineering Univ. Grenoble Alpes, Grenoble, France; Laboratoire Hubert Curien, Université de Lyon, Saint Etienne, France; THALES, Valence, France; THALES, Valence, France; THALES, Valence, France; AEDVICES, Moirans, France","2020 27th IEEE International Conference on Electronics, Circuits and Systems (ICECS)","28 Dec 2020","2020","","","1","4","Embedded systems in critical applications are constrained by very strict standards but safety analysis (e.g., Failure Mode and Effect Analysis) of these systems is often empirically done and mainly based on engineer experience. Many fault injection techniques exist to evaluate the robustness of Register Transfer Level (RTL) hardware designs. But fault analyses only consider ideal predefined behaviors given by fault free simulations. Moreover when hardware designs are embedded in complex systems, fault simulations or emulations are very time consuming. In this paper, we present a new high level fault injection approach taking into account the global embedded system specifications to extract critical system parameter ranges while speeding up the evaluation process.","","978-1-7281-6044-3","10.1109/ICECS49266.2020.9294821","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9294821","safety;fault simulation;SystemC;TLM;FPGA;embedded system;FMEA","Hardware;Computational modeling;Time-varying systems;Time-domain analysis;Robustness;Embedded systems;Frequency measurement","","3","","7","IEEE","28 Dec 2020","23-25 Nov. 2020","23-25 Nov. 2020","IEEE","IEEE Conferences"
"Embedded control system development using UML for automatic doors","C. -M. Lo; S. -J. Huang","Department of Computer Science and Information Engineering, ChangZhou Institute of Technology, Changhua, Taiwan; Department of Information Management, National Taiwan University of Science and Technology, Taipei, Taiwan",Proceedings of SICE Annual Conference 2010,"14 Oct 2010","2010","","","3332","3335","In this paper, we propose a design pattern with the unified modeling language (UML) for the automatic door control system development, and we define a UML class diagram to describe structural aspect of system, and we also define a set of sequence diagrams to specify behavior of system. The UML is a new industrial standard for the software system modeling. It is a graphical language with “Taxi Display” to express the aspects of system construction, and the UML has been presented in software system development widely. Generally, the automatic door system is one kind of systems which are widely used in modern buildings. The automatic door system is an embedded control system that includes three components, such as the motor, the sensor, and the controller.","","978-4-907764-36-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5602536","UML;MDA;Embedded system;Automatic door;Design patterns","Unified modeling language;Control systems;Object oriented modeling;Software systems;Adaptation model;Monitoring","","","","11","","14 Oct 2010","18-21 Aug. 2010","18-21 Aug. 2010","IEEE","IEEE Conferences"
