"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"IEEE/ISO/IEC International Standard-Telecommunications and exchange between information technology systems--Requirements for local and metropolitan area networks--Part 1X:Port-based network access control","",,ISO/IEC/IEEE 8802-1X:2021(E),"14 Dec 2021","2021","","","1","292","Port-based network access control allows a network administrator to restrict the use of IEEE 802(R) LAN service access points (ports) to secure communication between authenticated and authorized devices. This standard specifies a common architecture, functional elements, and protocols that support mutual authentication between the clients of ports attached to the same LAN and that secure communication between the ports, including the media access method independent protocols that are used to discover and establish the security associations used by IEEE 802.1AE(TM) MAC Security.","","978-1-5044-8221-9","10.1109/IEEESTD.2021.9650828","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650828","access control;authentication;authorization;controlled port;EAP;EAPOL;IEEE 802.1X;key agreement;LANs;local area networks;MACsec;MACsec Key Agreement;MAC security;MAC Service;MANs;metropolitan area networks;MKA;port-based network access control;secure association;security;service access point;uncontrolled port","IEEE Standards;ISO Standards;IEC Standards;Access control;Authentication;Local area networks;Metropolitan area networks;Media Access Protocol;Computer security;Information technology;Urban areas","","","","","","14 Dec 2021","15 Dec. 2021","","IEEE","IEEE Standards"
"Research on decoding technology of visual brain-computer interface based on convolutional neural network","H. Jin; Z. Jin; Y. -G. Kim; Y. Zhou; K. He; K. Li","School of Computer Science and Technology, Anhui University, Hefei, China; Foothill Preparatory School, Temple City, California, USA; Department of Computer Engineering, Sejong University, seoul, South Korea; School of Computer Science and Technology, Anhui University, Hefei, China; School of Computer Science and Technology, Anhui University, Hefei, China; Technology, Anhui University, Hefei, China",2025 4th International Symposium on Computer Applications and Information Technology (ISCAIT),"3 Jun 2025","2025","","","973","977","Brain-computer interface is to establish a direct communication channel between human brain and computer by reading the electrical signal of human brain activity, so as to realize the direct communication between human and computer and machine. At present, certain progress has been made in the application of brain-computer interface technology in the treatment and rehabilitation training of diseases related to movement disorders. The new machine learning technology represented by deep learning has received more and more attention in the field of brain-computer interface, especially the brain-computer interface system based on convolutional neural network can effectively solve the problem of low recognition accuracy of traditional brain-computer interface system. In this paper, the decoding technology of visual brain-computer interface based on CNN is studied.","","979-8-3315-4285-6","10.1109/ISCAIT64916.2025.11010576","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11010576","Convolutional neural network;Visual brain-computer interface;Brain-computer decoding technology","Visualization;Brain;Accuracy;Noise reduction;Feature extraction;Brain-computer interfaces;Electroencephalography;Decoding;Classification algorithms;Convolutional neural networks","","","","7","IEEE","3 Jun 2025","21-23 March 2025","21-23 March 2025","IEEE","IEEE Conferences"
"Research and simulation on the scalability of high-productivity computer's interconnection network","T. Chen; L. Xiao; L. Ruan","School of Computer Science and Engineering, Beihang University, Beijing, China; Beihang University, Beijing, CN; Beihang University, Beijing, CN",2010 2nd International Conference on Future Computer and Communication,"28 Jun 2010","2010","1","","V1-730","V1-736","This paper aims at the research on how the amount of internal nodes of a high productivity computer system using 2-D Mesh as its interconnection network influence the quality and speed of communication. In the experiments, we treat the InfiniBand adapter as the basic unit in 2-D Mesh topology, which can represent the interconnect network in our work more precisely, and use Opnet as the virtual experiment platform on which we conducted five experiments using 2-D Mesh interconnection structure with five different kinds of amount of nodes. The result should be helpful to the selection of the node topology which is of great importance to the establishment of a high productivity computer system. The following factors are taken into account to represent in a quantitative way the quality of communication and the scalability of the system: the latency of the transmission, the maximum throughput and the ratio of valid packets received.","","978-1-4244-5824-0","10.1109/ICFCC.2010.5497332","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5497332","Opnet simulation;High productivity computer;amount of the nodes;performance","Computational modeling;Computer simulation;Scalability;Computer networks;Multiprocessor interconnection networks;Object oriented modeling;Productivity;Network topology;Computer aided manufacturing;High performance computing","","","","18","IEEE","28 Jun 2010","21-24 May 2010","21-24 May 2010","IEEE","IEEE Conferences"
"Analysis of Closed Queuing Networks with Periodic Servers","G. H. Gonnet; D. E. Morgan","Pontificia Universidade Catolica, Rio de Janeiro, Brazil; Department of Computer Science, University of Waterloo, Waterloo, ONT, Canada",IEEE Transactions on Software Engineering,"18 Sep 2006","1979","SE-5","6","653","659","A periodic network is a queuing network whose steady-state behavior is not constant in time, but repeats itself in a cycle. This behavior may be caused by the introduction of periodic servers, e.g., paging drums. The model presented is a generalization of some other models of queuing networks, and provides a more general definition of steady-state behavior. A theoretical solution is presented. Examples of theoretical and approximate solutions are presented for a well-known queuing network model of a computer system.","1939-3520","","10.1109/TSE.1979.230201","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1702682","Bounded variation periodic functions;computer networks;computer system modeling;eigenvalue and eigenvector problem;periodic servers;queuing networks;time sharing systems","Queueing analysis;Network servers;Computer networks;Steady-state;Time sharing computer systems;Computer science;Modeling;Eigenvalues and eigenfunctions;Brazil Council","","4","","16","IEEE","18 Sep 2006","Nov. 1979","","IEEE","IEEE Journals"
"Architecture of a Multistage Anomaly Detection System in Computer Networks","M. Grekov","Department of Information Security, Tula State University, Tula, Russia",2022 International Siberian Conference on Control and Communications (SIBCON),"4 Jan 2023","2022","","","1","5","The operation of anomaly detection systems in modern computer networks, as a rule, is associated with the processing of large amounts of traffic. With the increase in the scale of computer networks and the growing complexity of network attacks, it becomes necessary to detect multi-stage attacks in real time. This paper presents the architecture of a multi-stage anomaly detection system. The features of the system are the use of generative adversarial neural networks and the minimization of processed traffic using an attacker’s behavior model. The described architecture has a multilevel structure and allows monitoring in distributed computer networks.","2380-6516","978-1-6654-7628-7","10.1109/SIBCON56144.2022.10002885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10002885","anomaly detection systems;multistage attacks;generative adversarial neural networks;machine learning;computer network security","Recurrent neural networks;Training data;Computer architecture;Network security;Minimization;Computer networks;Real-time systems","","3","","15","IEEE","4 Jan 2023","17-19 Nov. 2022","17-19 Nov. 2022","IEEE","IEEE Conferences"
"Computer Network Resource Management","G. Vilutis; R. Kavaliunas; G. Butkus","Department of Computer Network, Kaunas University of Technology, Kaunas, Lithuania; Institute of Development of Information Technologies, Kaunas University of Technology, Kaunas, Lithuania; Institute of Development of Information Technologies, Kaunas University of Technology, Kaunas, Lithuania",2007 29th International Conference on Information Technology Interfaces,"8 Aug 2007","2007","","","729","732","This paper describes the kinds of computer networks flow management, provides their analysis and compares them. The methods to calculate network efficiency with a view to maximize network resources are suggested. Furthermore, it also describes a mathematical experiment which shows what needs to be recalculated and changed when a new sub-network is connected to a computer network.","1330-1012","953-7138-09-7","10.1109/ITI.2007.4283861","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4283861","Computer networks;resource management","Computer network management;Resource management;Hardware;Information technology;Round robin;Computer networks;Queueing analysis;Electronic mail;Filters;Size control","","","","4","","8 Aug 2007","25-28 June 2007","25-28 June 2007","IEEE","IEEE Conferences"
"Research on the Application of Big Data and Artificial Intelligence Technology in Computer Network Technology","Y. Feng","Newcastle University, Newcastle upon Tyne, UK","2020 International Conference on Intelligent Transportation, Big Data & Smart City (ICITBS)","8 Jun 2020","2020","","","536","539","In order to realize the application of big data and artificial intelligence technology in computer network technology, this paper puts forward a novel application method of computer network technology based on big data technology and artificial intelligence technology. This method is based on big data technology and artificial intelligence technology, and can give full play to the data analysis ability of big data technology and the intelligent thinking of artificial intelligence technology. The research results show that this method can fundamentally realize the application of big data and artificial intelligence technology in computer network technology, and bring great convenience to human production and life.","","978-1-7281-6698-8","10.1109/ICITBS49701.2020.00117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9110035","Big data;Artificial intelligence technology;Computer network technology","Data analysis;Smart cities;Security management;Production;Big Data;Computer networks;Artificial intelligence","","2","","10","IEEE","8 Jun 2020","11-12 Jan. 2020","11-12 Jan. 2020","IEEE","IEEE Conferences"
"The research of College Computer Basics teaching reform based on network education platform","Aimin Wang; Jie Li","School of Computer and Information Engineering, Anyang Normal University, Anyang, South Korea; College of Computing & Communication Engineering, Chinese Academy and Sciences, China",2010 International Conference on E-Health Networking Digital Ecosystems and Technologies (EDT),"28 Jun 2010","2010","2","","444","447","Based on the “1+4” Course System of “College Computer Basics” (CCB) and “the three-stage open-ended teaching model” in Anyang Normal University (AYNU), this paper introduces the support of network education platform (NEP) to this teaching model. To solve the common questions faced in the process of CCB teaching, it puts forward new ideas which are helpful to improve the teaching effects.","","978-1-4244-5517-1","10.1109/EDT.2010.5496423","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5496423","college computer basics;network education platform;teaching model;1+4 course system","Educational institutions;Computer networks;Computer science education;Multimedia databases;Computer aided instruction;Application software;Computer applications;Systems engineering education;Hardware;Computer architecture","","1","","6","IEEE","28 Jun 2010","17-18 April 2010","17-18 April 2010","IEEE","IEEE Conferences"
"Studies on Artificial Intelligence Technology's Use in Computer Network Upkeep and Operation","H. Zhu","Beijing University of Posts and Telecommunications, Beijing, China","2023 International Conference on Intelligent Computing, Communication & Convergence (ICI3C)","28 Oct 2024","2023","","","253","257","The study of Artificial Intelligence Techniques in Computer Network Operations and Maintenance aims to explore how advanced AI methods and techniques can be utilised to improve network performance, efficiency of management and maintenance, and reliability. This area of research is of increasing interest as the complexity and size of networks continues to grow, requiring smarter, automated solutions to meet changing demands. Artificial intelligence techniques can be used to monitor network performance metrics in real time and automatically detect and alert on abnormal events. Machine learning and time series analysis methods are widely used to detect network performance anomalies, thus helping operations staff identify and resolve problems more quickly. Artificial intelligence techniques can be used to automate network configuration, troubleshooting and resource optimisation. Automated network management systems can dynamically adjust network parameters according to real-time demand, improving network adaptability and flexibility. Using machine learning and data mining technologies, network equipment failures or performance degradation can be predicted so that maintenance measures can be taken in advance to reduce unnecessary downtime. Artificial intelligence technology also plays an important role in the field of network security. It can be used to detect network intrusion, threat analysis and malware detection to improve network security and protect user data. In conclusion, the use of AI technology in computer network operations and maintenance provides more intelligent and automated tools for network management and maintenance, helping to improve network performance, reduce failures and improve security. Ongoing developments in this area will continue to drive innovation in network operations and maintenance, providing more reliable network services to a variety of industries and organisations.","","979-8-3503-4392-2","10.1109/ICI3C60830.2023.00055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10729772","artificial intelligence;computer networks;operations management;anomaly detection;fault prediction","Industries;Measurement;Computer network reliability;Time series analysis;Predictive models;Network security;Computer networks;Real-time systems;Maintenance;Monitoring","","","","15","IEEE","28 Oct 2024","16-17 Dec. 2023","16-17 Dec. 2023","IEEE","IEEE Conferences"
"Design and Implementation of MOOC Platform Based on Computer Network Technology","D. He; Y. Yang","School of Information Technology Application and Innovation, Wuhan Polytechnic, Wuhan, China; School of Information Technology Application and Innovation, Wuhan Polytechnic, Wuhan, China",2023 9th Annual International Conference on Network and Information Systems for Computers (ICNISC),"25 Mar 2024","2023","","","543","546","This paper describes the design and implementation of MOOC platform for network technology major of wuhan polytechnic. It mainly includes the functions of the MOOC platform and the teaching methods based on the MOOC platform. And the realization of MOOC platform functions.","","979-8-3503-0668-2","10.1109/ICNISC60562.2023.00079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10473356","Computer network technology;MOOC platform;Function;Teaching methods;The teaching reform","Computer aided instruction;Electronic learning;Education;Market research;Computer networks;Information systems","","","","5","IEEE","25 Mar 2024","27-29 Oct. 2023","27-29 Oct. 2023","IEEE","IEEE Conferences"
"Computer networks cybersecurity monitoring based on CNN-LSTM model","R. Alguliyev; R. Shikhaliyev","Ministery of Science and Education Rebuolic of Azerbaijan, Institute of Information Technology, Baku, Azerbaijan; Ministery of Science and Education Rebuolic of Azerbaijan, Institute of Information Technology, Baku, Azerbaijan",2024 IEEE 18th International Conference on Application of Information and Communication Technologies (AICT),"6 Nov 2024","2024","","","1","6","Cybersecurity monitoring is essential for safeguarding computer networks. However, the increasing scale, complexity, and data volume of modern networks present significant challenges for traditional monitoring methods. To address these challenges, we propose a deep learning-based method for network security monitoring. Our method integrates convolutional neural networks (CNNs) with long short-term memory (LSTM) models. Trained on the CICIDS2017 dataset, the proposed model achieved a classification accuracy of 96.76% and an error rate of 9.34%, showcasing its effectiveness in managing complex and voluminous network data.","2472-8586","979-8-3503-8753-7","10.1109/AICT61888.2024.10740422","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10740422","computer networks;computer network cybersecurity monitoring;deep learning model;CNN-LSTM model;network traffic classification","Learning systems;Accuracy;Computational modeling;Telecommunication traffic;Network security;Computer networks;Convolutional neural networks;Computer security;Monitoring;Long short term memory","","3","","21","IEEE","6 Nov 2024","25-27 Sept. 2024","25-27 Sept. 2024","IEEE","IEEE Conferences"
"Design and Research of a Virtual Computer Network Experimental Teaching System","J. Tao; Q. Xia; Q. Liu; X. She","School of Computer and Software Engineering, Anhui Institute of Information Engineering, WuHu, China; School of Computer and Software Engineering, Anhui Institute of Information Engineering, WuHu, China; School of Computer and Software Engineering, Anhui Institute of Information Engineering, WuHu, China; School of Computer and Software Engineering, Anhui Institute of Information Engineering, WuHu, China",2022 11th International Conference on Educational and Information Technology (ICEIT),"1 Feb 2022","2022","","","16","20","after expounding the importance of computer network experiment and pointing out the shortcomings of traditional computer network experiment, a virtual computer network experiment system was constructed based on network equipment and simulator. The virtual computer network experiment system relies on AAA and network management system to manage network equipment, network simulator and student experiments. Students can carry out computer network experiment online at any time, and they can get corresponding evaluation immediately after completing the experiment. Three typical experiments of the virtual experiment system are introduced. Relying on the virtual experiment system, the teaching has achieved good results.","","978-1-6654-4546-7","10.1109/ICEIT54416.2022.9690752","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9690752","computer network;virtual;network equipment;simulator;evaluation","Patents;Distance learning;Education;Student experiments;Computer networks;Information technology","","1","","10","IEEE","1 Feb 2022","6-8 Jan. 2022","6-8 Jan. 2022","IEEE","IEEE Conferences"
"The Construction and Application of Simulation Teaching System for Computer Network Curricula","X. Yu","School of Information Science and Engineering, Shandong Normal University, Jinan, China",2007 First IEEE International Symposium on Information Technologies and Applications in Education,"26 Dec 2007","2007","","","524","527","Network protocols and architectures are a crucial component in the computer network curricula. Demonstration based on the simulation tools can be of great help for a better understanding of this curricula. This paper describes a computer network simulating and teaching system (CNSTNS), which is based on the NS-2, and able to fully simulate the topologies and traffic patterns of large scale networks. It also demonstrates the capabilities and usefulness of the simulator with case studies. Finally, based on our experiences using the system, ire summarize some guidelines for network simulation, and present further work.","","978-1-4244-1385-0","10.1109/ISITAE.2007.4409340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4409340","Computer network curricula;Demonstration;Network Simulator","Application software;Computational modeling;Computer simulation;Education;Computer networks;Protocols;Computer architecture;Network topology;Telecommunication traffic;Traffic control","","3","","9","IEEE","26 Dec 2007","23-25 Nov. 2007","23-25 Nov. 2007","IEEE","IEEE Conferences"
"Pso-Tuned Neural Networks for Intrusion Detection in Computer Networks","M. C. Mannava; R. R. Annem; N. Saxena","Department of Computer Science, San Jose State University, San Jose, CA, United States; Department of Computer Science, San Jose State University, San Jose, CA, United States; Department of Computer Science, San Jose State University, San Jose, CA, United States",2025 International Conference on Emerging Trends in Networks and Computer Communications (ETNCC),"23 Dec 2025","2025","","","957","962","There is a pressing need for more intelligent intrusion detection methods to keep up with newer attacks in computer networks. with the growing use of AI, attack types can become more diverse and unpredictable. These attacks may go undetected if we stick to older statistical methods. Hence the adaption of machine learning and deep learning techniques became necessary in intrusion detection. Our approach aims to train deep learning models using Particle Swarm Optimization (PSO) to determine the optimal hyperparameters. with the help of PSO we aim to reduce manual effort to find the best hyperparameters. Our CNN, and CNN-LSTM hybrid models tuned using PSO-defined hyperparameters achieve an accuracy of 96.11%, and 97.80%.","","979-8-3315-2565-1","10.1109/ETNCC66224.2025.11299691","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11299691","intrusion detection;IDS;deep learning;CNN;LSTM;PSO","Deep learning;Adaptation models;Accuracy;Computational modeling;Intrusion detection;Manuals;Computer architecture;Computer networks;Convolutional neural networks;Testing","","","","10","IEEE","23 Dec 2025","5-7 Aug. 2025","5-7 Aug. 2025","IEEE","IEEE Conferences"
"Design of Computer Network Security Management System based on Neural Network Technology","J. Liu","Department of Information, Zibo Normal College, Zibo, China",2024 International Conference on Integrated Circuits and Communication Systems (ICICACS),"18 Apr 2024","2024","","","1","5","The internet has gradually penetrated into people's daily lives. However, with the popularization of the Internet, its negative impact has also followed. With the emergence of the Internet, behaviors such as hackers, industrial spies, and malicious intrusions have led to the emergence of network security issues. This article started from the perspective of network risk assessment, constructed a computer network security management system, and evaluated and predicted its security situation. The artificial neural network model using the GABP (Genetic Algorithm Back Propagation) algorithm was used for network security evaluation to improve the accuracy of the system. In the training samples, the accuracy of GABP was 95%, and the accuracy of LDA (Linear Discriminant Analysis) was 92%. In the predicted samples, the accuracy of GABP was 99%, and the accuracy of LDA was 88%. The GABP algorithm model had high theoretical significance and broad application prospects in network security assessment and verification.","","979-8-3503-1755-8","10.1109/ICICACS60521.2024.10498613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10498613","Neural Network Technology;Computer Network Security Management System;Security Situation;GABP Algorithm;System Accuracy","Training;Security management;Computational modeling;Artificial neural networks;Manuals;Network security;Prediction algorithms","","2","","18","IEEE","18 Apr 2024","23-24 Feb. 2024","23-24 Feb. 2024","IEEE","IEEE Conferences"
"Research on Multi-pattem Matching Algorithm of Computer Network Intrusion Detection System","S. Hu; Z. Xiong","College of Science, Wuhan University of Science and Technology, Wuhan, China; Mathematics Group, Zhuo Daoquan Middle School, Wuhan, China",2021 International Conference on Computer Information Science and Artificial Intelligence (CISAI),"28 Feb 2022","2021","","","717","720","In order to be able to effectively guarantee network security and improve the performance and efficiency of computer network intrusion detection, the research on the matching algorithm of computer network intrusion detection system is realized. First, the paper conducts a comprehensive analysis of the algorithm and principle of network intrusion detection. Next, it continues to construct the basic model of computer network intrusion detection, and propose a computer network intrusion detection system multi-pattern matching algorithm. Then, the paper carries out the multi-pattern matching algorithm of the computer network intrusion detection system Analyze, and designs a computer network intrusion detection system based on multi-pattern matching algorithm, and improves the multi-pattern matching algorithm to increase the efficiency of the pattern matching algorithm. Finally, the paper compares conventional matching algorithms to get an algorithm that meets the needs of computer network intrusion detection systems. The test results show that the optimized multi-pattern matching algorithm can improve the detection performance of the network detection system and has a certain practicability.","","978-1-6654-0692-5","10.1109/CISAI54367.2021.00145","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9719196","multi-pattern;matching algorithm;computer network;network security","Information science;Computer hacking;Computational modeling;Intrusion detection;Network intrusion detection;Bandwidth;Network security","","","","8","IEEE","28 Feb 2022","17-19 Sept. 2021","17-19 Sept. 2021","IEEE","IEEE Conferences"
"Research on Computer Network Security Algorithm Based on Boyer Intrusion Detection","X. Su","Network Information Center, City Institute, Dalian University of Technology, Dalian, China","2022 IEEE Asia-Pacific Conference on Image Processing, Electronics and Computers (IPEC)","23 May 2022","2022","","","977","981","Computer network security is an important protection means for the safe use of data and information. Aiming at the efficiency of Boyer algorithm for intrusion detection, this paper makes a new improvement on the matching detection rules. According to a specific preset array, the two characters are combined according to the principle of adjacent grouping, and then the intrusion detection is completed by minimizing the maximum moving distance. The experimental results show that the improved imboyer algorithm has shorter time and higher efficiency.","","978-1-6654-0902-5","10.1109/IPEC54454.2022.9777439","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9777439","computer network;detection efficiency;preset array;double character combination","Image processing;Conferences;Intrusion detection;Network security;Computer networks;Cryptography;Arrays","","","","12","IEEE","23 May 2022","14-16 April 2022","14-16 April 2022","IEEE","IEEE Conferences"
"Influence of computer network designing parameters on organizational structure factors","A. Hatami; A. Mosleh","Department of Computer Engineering, Islamic Azad University, Dezful Branch, Dezful, Iran; Department of Computer Engineering, Islamic Azad University, Dezful Branch, Dezful, Iran",2010 International Conference on Computer and Communication Technology (ICCCT),"18 Nov 2010","2010","","","812","816","The use of computer networks as the key infrastructure of ICT makes new changes and communications in organizations. These changes, in turn, cause new expectations about the network. This results in reviewing and redesigning. The existence of an active organizational structure, that is affected by the use of ICT, in order to move towards the goals of changing organizations is proving more and more and drawing designers' and managers' attention. Exact and standard designing and implementation of computer networks can increase productivity and prove the real position of ICT in organization since there are various characteristics and parameters in designing computer networks of each organization, the exact and scientific understanding of them can help us accomplish these goals which are based on two main elements- Information Technology and Organization-, thus, in this article the influence of dynamic and changing environment on organizational structure and computer networks has been studied and its scientific aspect and various features has taken into consideration.","","978-1-4244-9034-9","10.1109/ICCCT.2010.5640390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5640390","Network designing parameters;communication;organizational structure factors","Organizations;Standards organizations;Computer networks;Dispersion;Computers;Buildings;Information technology","","","","12","IEEE","18 Nov 2010","17-19 Sept. 2010","17-19 Sept. 2010","IEEE","IEEE Conferences"
"An evolution towards ubiquitous wideband metropolitan area networks and wide area networks","M. Kramer; W. Johnston","NYNEX Advanced Technology Development Laboratory, White Plains, NY, USA; NYNEX Advanced Technology Development Laboratory, White Plains, NY, USA",[1988] Proceedings. Computer Networking Symposium,"6 Aug 2002","1988","","","367","373","The authors explore the prospects of a relatively rapid evolution to public broadband data services. They define some guidelines for the support of broadband services and survey some network architectures that could support those services, with an emphasis on near-term deployability. They suggest how this base capability can evolve further to adapt to changing requirements.<>","","0-8186-0835-8","10.1109/CNS.1988.5015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5015","","Wideband;Metropolitan area networks;Wide area networks;Pervasive computing;Packet switching;Communication switching;ISDN;B-ISDN;Laboratories;Computer networks","","2","","","IEEE","6 Aug 2002"," 1988"," 1988","IEEE","IEEE Conferences"
"Reliability and fault tolerance based topological optimization of computer networks - part I: enumerative techniques","M. A. El-Barr; A. Zakir; S. M. Sait; A. Almulhem","Dept. of Comput. Eng., King Fahd Univ. of Pet. & Miner., Dhahran, Saudi Arabia; Information Technology Center, King Fahd University of Petroleum, Minerals, Saudi Arabia; Computer Engineering Department, King Fahd University of Petroleum, Minerals, Dhahran, Saudi Arabia; Computer Engineering Department, King Fahd University of Petroleum, Minerals, Dhahran, Saudi Arabia",2003 IEEE Pacific Rim Conference on Communications Computers and Signal Processing (PACRIM 2003) (Cat. No.03CH37490),"14 Oct 2003","2003","2","","732","735 vol.2","Topological optimization of computer networks is concerned with the design of a network by selecting a subset of the available set of links such that the fault tolerance and reliability aspects are maximized while a cost constraint is met. A number of enumeration-based techniques were proposed to solve this problem. They are based on enumerating all possible paths (for terminal reliability) and all the spanning trees (for network reliability). Existing enumeration-based techniques for solving this network optimization problem ignore the fault-tolerance aspect in their solution. We consider fault tolerance to be an important network design aspect In this paper, we propose one algorithm for optimizing the terminal reliability and another for optimizing the network reliability while improving the fault tolerance aspects of the designed networks. Experimental results obtained from a set of randomly generated networks using the proposed algorithms are presented and compared to those obtained using existing techniques. It is shown that improving the fault tolerance of a network can be achieved while optimizing its reliability however at the expense of a reasonable increase in the overall cost of the network.","","0-7803-7978-0","10.1109/PACRIM.2003.1235885","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1235885","","Computer network reliability;Fault tolerance;Design optimization;Algorithm design and analysis;Telecommunication network reliability;Computer networks;Petroleum;Minerals;Cost function;Network topology","","2","","4","IEEE","14 Oct 2003","28-30 Aug. 2003","28-30 Aug. 2003","IEEE","IEEE Conferences"
"Design of Computer Network Security Storage System Based on Digital Cloud Computing Technology","S. Guo; Z. Wang; L. Yang","Faculty of Information Science and Technology, Wenhua College, Wuhan, China; Faculty of Information Science and Technology, Wenhua College, Wuhan, China; Faculty of Information Science and Technology, Wenhua College, Wuhan, China",2023 International Conference on Evolutionary Algorithms and Soft Computing Techniques (EASCT),"22 Jan 2024","2023","","","1","7","The design of a computer network security (CNS) storage system based on digital cloud computing technology (CCT) is a solution proposed to address the increasing network security threats. With the widespread application of computer networks in various industries, data security has become an important concern. Traditional storage systems often cannot meet the requirements for data security and reliability, so a new design is needed to protect network data. This storage system based on digital CCT has multiple functions. Firstly, it can encrypt, backup, and restore data to ensure that it is not accessed, tampered with, or lost without authorization. Secondly, the system ensures that only authorized users can access and modify data through authentication and access rights management, thereby preventing unauthorized access. In addition, the system can also record the access and operation of data, making it easy to trace and detect whether there are security vulnerabilities or violations in the later stage. Storage systems based on CCT also have the characteristics of elasticity and scalability. It can flexibly expand storage space according to user needs and provide high availability services. Through experiments, it can be seen that the CNS storage system using digital CCT has only one successful intrusion, data loss, and running error within one minute, which is a significant improvement compared to traditional network security storage systems. Finally, the design of a CNS storage system based on digital CCT can also optimize the use of network and storage resources, improve the efficiency of data transmission and processing, and provide a better user experience. In short, this system can effectively protect the security and confidentiality of data, provide reliable storage and access services, and provide better data protection and security defense capabilities for network users.","","979-8-3503-1341-3","10.1109/EASCT59475.2023.10393585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10393585","cloud computing technology;data transmission;network security;savings systems;computer networks","Cloud computing;Scalability;Data protection;Network security;Permission;Computer networks;Encryption","","1","","20","IEEE","22 Jan 2024","20-21 Oct. 2023","20-21 Oct. 2023","IEEE","IEEE Conferences"
"DTNET: Toward A Digital-Twin Computer Networks Education","J. Zhang; T. Ma; K. Gong; H. Yu","School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; University of Electronic Science and Technology of China, Chengdu, China Beihang University, Beijing, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China",2024 39th Youth Academic Annual Conference of Chinese Association of Automation (YAC),"24 Jul 2024","2024","","","585","588","Computer networks is an important subfield under the discipline of computer science. Due to the inherent abstraction and difficulty of computer networks, in addition to theories classroom teaching, educators often deepen students' understanding by giving them hands-on practice. However, the current ways of practicing are too expensive or too abstract. To tackle this problem, this paper proposes DTnet, a computer networks education software platform that leverages digital-twin technology to give educators a cheaper and more vivid choice. DTnet creates the digital twin of computer networks, allowing students to step into the digital world of computer networks and better appreciate the knowledge. From a technical perspective, DTnet utilizes Unity technology to build 3D scenes of computer networks in schools, enterprises, etc., allowing students to interact and operate with the 3D network devices. From a pedagogical perspective, we design a series of DTnet-based experiments to teach students basic to advanced computer networks knowledge, including an experiment that utilizes Artificial Intelligence (AI) to solve a traditional network problem. We also discuss the potential of DTnet to promote global cooperation in computer networks education. So far, DTnet has trained 259 students. DTnet's achievements in the field of pedagogy were awarded by the provincial government and the National Institute of Communications.","2837-8601","979-8-3503-7922-8","10.1109/YAC63405.2024.10598671","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10598671","Computer Networks;Digital-twin;Education;Artificial Intelligence","Knowledge engineering;Computer science;Three-dimensional displays;Automation;Education;Government;Computer networks","","1","","11","IEEE","24 Jul 2024","7-9 June 2024","7-9 June 2024","IEEE","IEEE Conferences"
