"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Functional compliance in the control of a personal robot","L. Zollo; C. Laschi; G. Teti; B. Siciliano; P. Dario","Scuola Superiore SantE28099Anna, ARTS Laboratory-Advanced Robotics Technology and Systems Laboratory, Pisa, Italy; Scuola Superiore Sant'Anna, ARTS Lab (Advanced Robotics Technology and Systems Laboratory), Pisa, Italy; Scuola Superiore SantE28099Anna, ARTS Laboratory-Advanced Robotics Technology and Systems Laboratory, Pisa, Italy; Dipartimento di Informatica e Sistemistica, Università degli Studi di Napoli Federico II, Napoli, Italy; Scuola Superiore SantE28099Anna, ARTS Laboratory-Advanced Robotics Technology and Systems Laboratory, Pisa, Italy",Proceedings 2001 IEEE/RSJ International Conference on Intelligent Robots and Systems. Expanding the Societal Role of Robotics in the the Next Millennium (Cat. No.01CH37180),"6 Aug 2002","2001","4","","2221","2226 vol.4","The research in the field of advanced robotics is turning its attention more and more to man and his assistance, by developing systems such as service robots, personal robots, and even humanoid robots. Interaction control of such robot manipulators is of paramount importance for an effective execution of manipulation and tracking and, over all, for a safe and effective interaction with the humans. The paper concerns the problem of the control of an 8 degree of freedom anthropomorphic arm named DEXTER, mounted on the mobile platform of the MOVAID System, a robotic system for household personal assistance. The goal is to realize a compliant control for this manipulator in tasks of assistance to disabled and elderly people. On the basis of the control theory applied to industrial robotics, a specific compliant control solution has been developed for the DEXTER peculiar mechanical structure and actuation system, which cause a coupled joint configuration. The solution provides the capability of regulating the robot compliance according to the level of stiffness of the interaction environment. The paper describes the theoretical model of the control system, the implementation on the MOVAID platform and the experimental results in the execution of a set of demonstration tasks.","","0-7803-6612-3","10.1109/IROS.2001.976400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=976400","","Service robots;Humanoid robots;Manipulators;Control systems;Turning;Robot control;Human robot interaction;Anthropomorphism;Mobile robots;Senior citizens","","14","","13","IEEE","6 Aug 2002","29 Oct.-3 Nov. 2001","29 Oct.-3 Nov. 2001","IEEE","IEEE Conferences"
"Augmented Modeling of a Lower Limb Assistant Robot and Human Body","S. A. A. Moosavian; M. R. Mohamadi; F. Absalan","Center of Excellence in Robotics and Control, Advanced Robotics – Automated Systems (ARAS) Lab, K. N. Toosi University of Technology, Tehran, Iran; Center of Excellence in Robotics and Control, Advanced Robotics – Automated Systems (ARAS) Lab, K. N. Toosi University of Technology, Tehran, Iran; Center of Excellence in Robotics and Control, Advanced Robotics – Automated Systems (ARAS) Lab, K. N. Toosi University of Technology, Tehran, Iran",2018 6th RSI International Conference on Robotics and Mechatronics (IcRoM),"4 Mar 2019","2018","","","337","342","Rehabilitation robotics is nowadays one of the most attractive fields in robotics. This paper focuses on modeling of a lower limb walking assist device (RoboWalk), augmented with the human body. RoboWalk has been designed to assist either the elderly people or those with malfunctioning in lower limb to do their daily tasks. Modeling the assistive device augmented to human model is highly important for design improvements and controller developments. In such complicated cases, simulators are appropriate tools to analyze the dynamics of robotic devices and understand how the device works which leads to the system improvements. In this paper, a human model that is properly appended to the RoboWalk has been analyzed using the OpenSim software. The human model includes 37 degrees of freedom to define joint kinematics, 80 muscle units actuating the lower limbs, and 17 torque actuators driving the upper body. To this end, the robot has been first added to the human model, then constraints have been properly defined, finally simulation has been implemented by adding a specified gait to human model. Obtained results will be discussed which reveal a reasonable performance of the whole system.","2572-6889","978-1-7281-0127-9","10.1109/ICRoM.2018.8657541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8657541","rehabilitation;walking assistant;modeling;OpenSim simulator","Solid modeling;Actuators;Assistive devices;Knee;Hip;Legged locomotion","","4","","18","IEEE","4 Mar 2019","23-25 Oct. 2018","23-25 Oct. 2018","IEEE","IEEE Conferences"
"Design and Implementation of an Interactive Robotics Training Platform Using BlockMicc Programming","K. Wangkaew; A. Suanpraserth; S. Suprom; S. Prongnuch","Dept. of Computer Engineering, Faculty of Engineering and Industrial Technology, Suan Sunandha Rajabhat University Dusit, Bangkok, Thailand; Dept. of Computer Engineering, Faculty of Engineering and Industrial Technology, Suan Sunandha Rajabhat University Dusit, Bangkok, Thailand; Dept. of Computer Engineering, Faculty of Engineering and Industrial Technology, Suan Sunandha Rajabhat University Dusit, Bangkok, Thailand; Dept. of Computer Engineering, Faculty of Engineering and Industrial Technology, Suan Sunandha Rajabhat University Dusit, Bangkok, Thailand","2025 5th International Conference on Robotics, Automation, and Artificial Intelligence (RAAI)","12 Mar 2026","2025","","","473","477","This paper presents the design and implementation of an interactive robotics training platform using the BlockMicc visual programming environment. The system integrates blockbased programming with real-time hardware control through an Arduino UNO R4 Wi-Fi microcontroller, enabling users to create and execute robot programs via a web-based drag-and-drop interface. The hardware platform incorporates LM35 temperature, MQ-2 gas, and HC-SR04 ultrasonic sensors, along with servo motors, RGB LEDs, and DC motors mounted on a Wall-E LEGO robot. Two experiments were conducted to validate the software functionality and hardware responses. All 22 software and 6 hardware tests achieved a 100% success rate, confirming stable communication and reliable system performance. The results demonstrate that BlockMicc provides an intuitive and effective tool for robotics education, simplifying programming and enhancing hands-on learning.","","979-8-3315-5873-4","10.1109/RAAI67517.2025.11423058","Suan Sunandha Rajabhat University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11423058","Interactive Robotics Training;Educational Robotics Platform;Block-Based Programming;Hands-on Learning;STEM Education","Training;Temperature sensors;Visualization;Robot sensing systems;Hardware;Software;Real-time systems;Software reliability;Programming profession;Programming environments","","","","6","IEEE","12 Mar 2026","18-20 Dec. 2025","18-20 Dec. 2025","IEEE","IEEE Conferences"
"On-orbit servicing","E. Stoll; J. Letschnik; U. Walter; J. Artigas; P. Kremer; C. Preusche; G. Hirzinger","Massachusetts Institute of Technology, Cambridge, MA, USA; LSE Space Engineering and Operations AG; IBM, Germany; The Institute of Robotics and Mechatronics of DLR, Munich; The Institute of Robotics and Mechatronics, Wessling, Germany; He Institute of Robotics and Mechatronics; Technische Universitat Munchen, Munchen, Bayern, DE",IEEE Robotics & Automation Magazine,"11 Dec 2009","2009","16","4","29","33","Space robots were the topic of this paper. While on earth, nobody would follow such advice; in space, there are few other options than to replace a malfunctioning spacecraft. There are no repair shops and gas stations in the Earth orbit. Because of the lack of so-called on-orbit servicing (OOS) opportunities, some malfunctioning spacecraft continue operational work with reduced or hardly any performance. The only general modification, which can currently be undertaken to an arbitrary spacecraft in orbit, is a software update. In this paper, exploration and manipulation capabilities of space robots were discussed. Teleprescence through a data relay satellite and teleoperation capabilities were mentioned and discussed.","1558-223X","","10.1109/MRA.2009.934819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5306923","On-orbit servicing;data relay satellite;Space robotics;physical human-robot interaction;telerobotics","Orbital robotics;Space vehicles;Satellite broadcasting;Low earth orbit satellites;Humans;Satellite ground stations;Space missions;Space shuttles;Delay;Infrared detectors","","67","","12","IEEE","11 Dec 2009","December 2009","","IEEE","IEEE Magazines"
"A Multi-Functional Lower- and Upper-Limb Stroke Rehabilitation Robot","C. Nicholson-Smith; V. Mehrabi; S. F. Atashzar; R. V. Patel","Canadian Surgical Technologies and Advanced Robotics, Lawson Health Research Institute, London, ON, Canada; Canadian Surgical Technologies and Advanced Robotics, Lawson Health Research Institute, London, ON, Canada; Department of Electrical and Computer Engineering, New York University, New York, NY, USA; Canadian Surgical Technologies and Advanced Robotics, Lawson Health Research Institute, London, ON, Canada",IEEE Transactions on Medical Robotics and Bionics,"23 Nov 2020","2020","2","4","549","552","It is estimated that about 15 million people a year suffer from stroke worldwide, with 5 million stroke survivors experiencing permanent motor disability requiring therapeutic services. It has been shown that early involvement in rehabilitation therapies has a desirable effect on the long-term recovery of patients. There are, however, several challenges with the current state of delivering rehabilitation services, including limitations on the number of clinics, financial needs, and human resources. Robotic systems have been proposed in the literature to help with these challenges. However, most of the existing robotic systems are expensive, not-portable, and cannot be used for both upper- and lower-limb rehabilitation. This article presents a 3-DOF robotic device that has been designed to deliver both upper- and lower-limb therapy and incorporates a novel mechanical safety mechanism. The device is capable of teleoperation which makes it particularly suitable for telerehabilitation in the current COVID-19 environment. The rehabilitation robot can deliver therapy in assistive and resistive modes to aid patients at all stages of recovery. In the assistive mode, the robot’s motion provides input to help the patient in completing the therapy task, while in the resistive mode, the robot opposes the motions generated by the patient thereby requiring additional muscle actuation. The robot has been tested by physiotherapists to assess its validity in a clinical setting, and by healthy participants to assess its functionality, safety, and engineering design. The study found that 80% of the physiotherapists agreed the platform has the potential to improve patient outcomes.","2576-3202","","10.1109/TMRB.2020.3034497","Canadian Institutes of Health Research (CIHR) and the Natural Sciences and Engineering Research Council (NSERC) through the Collaborative Health Research Projects (CHRP) Program(grant numbers:316170); an AGE-WELL Network of Centres of Excellence(grant numbers:AW CRP 2015-WP5.3); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9241822","Rehabilitation robotics;in-home rehabilitation;lower- and upper-limb post-stroke rehabilitation","Medical treatment;Robot sensing systems;Safety;Rehabilitation robotics;Mobile robots;Patient rehabilitation","","42","","11","IEEE","28 Oct 2020","Nov. 2020","","IEEE","IEEE Journals"
"Workspace deformation based teleoperation for the increase of movement precision","A. Casals; L. Munoz; J. Amat","Dep. Automatic Control and Computer Engineering; Dep. Automatic Control and Computer Engineering; Robotics Institute, UPC-Universitat Politicnica de Catalunya, Spain",2003 IEEE International Conference on Robotics and Automation (Cat. No.03CH37422),"10 Nov 2003","2003","2","","2824","2829 vol.2","Teleoperation makes possible the execution of many tasks, that otherwise are not feasible when a human operator can not access to the working area due to dangerousness or environmental conditions, and it is not possible as well, to program the task so as to be performed autonomously, due to its complexity. Nevertheless, manipulation tasks require certain ability from the human operator due to the difficulties that produce the need to operate through control devices that does not fit with the structure of the slave arms. With the aim of increasing the precision capabilities provided by such control interfaces, a vision based procedure designed to deform the space around the working point has been developed. The vision system operates from the detection of the relevant scene elements. This space deformation produces automatically a progressive increase in precision when the robot arm approaches the relevant detected elements.","1050-4729","0-7803-7736-2","10.1109/ROBOT.2003.1242020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1242020","","Robot kinematics;Humans;Orbital robotics;Automatic control;Service robots;Medical robotics;Intelligent robots;Arm;Robotics and automation;Force feedback","","6","","18","IEEE","10 Nov 2003","14-19 Sept. 2003","14-19 Sept. 2003","IEEE","IEEE Conferences"
"Scale-Invariant Specifications for Human–Swarm Systems","J. Meyer; A. Prabhakar; A. Pinosky; I. Abraham; A. Taylor; M. Schlafly; K. Popovic; G. Diniz; B. Teich; B. Simidchieva; S. Clark; T. Murphey","Center for Robotics and Biosystems, Northwestern University, Evanston, IL, USA; Department of Mechanical Engineering and Materials Science, Yale University, New Haven, CT, USA; Center for Robotics and Biosystems, Northwestern University, Evanston, IL, USA; Department of Mechanical Engineering and Materials Science, Yale University, New Haven, CT, USA; Center for Robotics and Biosystems, Northwestern University, Evanston, IL, USA; Department of Mechanical and Process Engineering, ETH Zurich, Zurich, Switzerland; Center for Robotics and Biosystems, Northwestern University, Evanston, IL, USA; TurbineOne, San Francisco, CA, USA; Raytheon BBN Technologies, Cambridge, MA, USA; Raytheon BBN Technologies, Cambridge, MA, USA; Skydio, San Mateo, CA, USA; Center for Robotics and Biosystems, Northwestern University, Evanston, IL, USA",IEEE Transactions on Field Robotics,"22 Nov 2024","2024","1","","276","291","We present a method for controlling a swarm using its spectral decomposition—that is, by describing the set of trajectories of a swarm in terms of a spatial distribution throughout the operational domain—guaranteeing scale invariance with respect to the number of agents both for computation and the operator tasked with controlling the swarm. We use ergodic control, decentralized across the network, for implementation. In the DARPA OFFSET program field setting, we test this interface design for the operator using the swarm tactics and offensive mission planning (STOMP) interface—the same interface used by Raytheon BBN throughout the duration of the OFFSET program. In these tests, we demonstrate that our approach is scale-invariant—the user specification does not depend on the number of agents; it is persistent—the specification remains active until the user specifies a new command; and it is in real time—the user can interact with and interrupt the swarm at any time. Moreover, we show that the spectral/ergodic specification of swarm behavior degrades gracefully as the number of agents goes down, enabling the operator to maintain the same approach as agents become disabled or are added to the network. We demonstrate the scale-invariance and dynamic response of our system in a field-relevant simulator on a variety of tactical scenarios with up to 50 agents. We also demonstrate the dynamic response of our system in the field with a smaller team of agents. Finally, we make the code for our system available.","2997-1101","","10.1109/TFR.2024.3494721","Defense Advanced Research Projects Agency and OFFSET SPRINT through the Space and Naval Warfare Systems Center Pacific(grant numbers:N660011924024,HR00112020035); National Science Foundation(grant numbers:CNS 1837515); Joel Meyer was supported by the National Defense Science and Engineering Graduate Fellowship; National Science Foundation Graduate Research Fellowships; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10749977","Human-swarm interfaces;human-swarm systems;multirobot systems;swarm robotics","Real-time systems;User interfaces;Touch sensitive screens;Graphical models;Distribution functions;Visualization;Swarm robotics;Sensors;Particle swarm optimization;Human-robot interaction;Multi-robot systems;Spectral analysis;US Department of Defense","","1","","47","IEEE","11 Nov 2024","2024","","IEEE","IEEE Journals"
"DaFoEs: Mixing Datasets Towards the Generalization of Vision-State Deep-Learning Force Estimation in Minimally Invasive Robotic Surgery","M. D. I. Reyzabal; M. Chen; W. Huang; S. Ourselin; H. Liu","School of Biomedical Engineering and Imaging Sciences, King's College London, London, U.K.; Centre for Artificial Intelligence and Robotics Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences, Hong Kong, SAR, China; Centre for Artificial Intelligence and Robotics Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences, Hong Kong, SAR, China; School of Biomedical Engineering and Imaging Sciences, King's College London, London, U.K.; School of Biomedical Engineering and Imaging Sciences, King's College London, London, U.K.",IEEE Robotics and Automation Letters,"1 Feb 2024","2024","9","3","2527","2534","Precisely determining the contact force during safe interaction in Minimally Invasive Robotic Surgery (MIRS) is still an open research challenge. Inspired by post-operative qualitative analysis from surgical videos, the use of cross-modality data driven deep neural network models has been one of the newest approaches to predict sensorless force trends. However, these methods required for large and variable datasets which are not currently available. In this paper, we present a new vision-haptic dataset (DaFoEs) with variable soft environments for the training of deep neural models. In order to reduce the bias from a single dataset, we present a pipeline to generalize different vision and state data inputs for mixed dataset training, using a previously validated dataset with different setup. Finally, we present a variable encoder-decoder architecture to predict the forces done by the laparoscopic tool using single input or sequence of inputs. For input sequence, we use a recurrent decoder, named with the prefix R, and a new temporal sampling to represent the acceleration of the tool. During our training, we demonstrate that single dataset training tends to overfit to the training data domain, but has difficulties on translating the results across new domains. However, dataset mixing presents a good translation with a mean relative estimated force error of 5% and 12% for the recurrent and non-recurrent models respectively. Our method, also marginally increase the effectiveness of transformers for force estimation up to a maximum of $\simeq 15\%$, as the volume of available data is increase by 150%. In conclusion, we demonstrate that mixing experimental set ups for vision-state force estimation in MIRS is a possible approach towards the general solution of the problem.","2377-3766","","10.1109/LRA.2024.3356984","U.K. Research and Innovation in the Engineering and Physical Sciences Research Council(grant numbers:2446549); Centre for Artificial Intelligence and Robotics; Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10410871","Deep learning in grasping and manipulation;surgical robotics: Laparoscopy;computer vision for medical robotics","Training;Estimation;Phantoms;Sensors;Deep learning;Medical robotics;Surgery;Minimally invasive surgery;Laparoscopes;Computer vision","","5","","20","IEEE","22 Jan 2024","March 2024","","IEEE","IEEE Journals"
"Design and Development Bionic Flexible Gripper with Embedded Self-Powered Triboelectric Tactile Sensor","D. Dauletiya; A. Balapan; A. Kakimov; A. Yeshmukhametov; G. Kalimuldina","Nazarbayev University/ Astana IT University, Astana, Kazakhstan; Department of Robotics Engineering, School of Engineering and Digital Sciences, Nazarbayev University, Astana, Kazakhstan; NA; Department of Robotics Engineering, School of Engineering and Digital Sciences, Nazarbayev University, Astana, Kazakhstan; Department of Mechanical and Aerospace Engineering, School of Engineering and Digital Sciences, Nazarbayev University, Astana, Kazakhstan","2025 11th International Conference on Control, Automation and Robotics (ICCAR)","15 Jul 2025","2025","","","258","263","The robotic gripper, a pivotal device in robotics for accomplishing grasping tasks, has revolutionized industrial processes, elevating efficiency and productivity by ensuring secure and precise object handling. However, evolving technological demands have spurred the need for improved grasping capabilities, including precise grasping, force control, shape identification, and adaptability. To meet these challenges, recent developments in composite materials and tactile sensors have led to significant advancements in gripper technology over the past decades. Notably, the integration of an all-printed soft Triboelectric Nanogenerator (TENG) as a tactile sensor has emerged as a cutting-edge solution, offering unique capabilities to perceive physical object shapes and patterns through voltage modulation. In this research, we propose a new approach for the application of a self-powered TENG sensor embedded with a flexible gripper. Moreover, the classification of objects' shapes was conducted by using machine learning.","2251-2454","979-8-3315-2026-7","10.1109/ICCAR64901.2025.11072988","Science Committee of the Ministry of Education and Science of the Republic of Kazakhstan(grant numbers:AP19574394); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11072988","Robotic Gripper;Triboelectric Nanogenerator (TENG) Sensor;Tactile sensor;Smart gripper;Embedded sensor;Soft Robotics;Machine Learning;Object Recognition;Tactile Feedback","Productivity;Shape;Service robots;Tactile sensors;Grasping;Machine learning;Soft robotics;Object recognition;Grippers;Triboelectricity","","","","20","IEEE","15 Jul 2025","18-20 April 2025","18-20 April 2025","IEEE","IEEE Conferences"
"The major challenges in intelligent robotics (Towards cloud robotics and its impact to crowdsourced image processing for intelligent agents serving for robots)","P. Sincak; P. Smolar; J. Ondo","Department of Cybernetics and Artificial Intelligence, Technical University of Kosice, Slovakia; Department of Cybernetics and Artificial Intelligence, Technical University of Kosice, Slovakia; Department of Cybernetics and Artificial Intelligence, Technical University of Kosice, Slovakia",2015 13th International Conference on Emerging eLearning Technologies and Applications (ICETA),"5 Sep 2016","2015","","","1","6","The goal of this paper is to point out the trends in Intelligent Robotics, which is towards Cloud Based Robotics and particularly the problems and proposing solutions in the domain of image processing which role is to provide information for decision processes for robots to act and to interact with people. This is a very non-trivial problem which is based on building intelligent Agents on the Cloud and Robot is in fact peripheral unit for an Intelligent Robot on the Cloud environment. The paper contains also a selected image processing approach based in clustering image processing and some modification shows some more generalization ability of studied MF-ARTMAP neural networks.","","978-1-4673-8534-3","10.1109/ICETA.2015.7558510","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7558510","","Cloud computing;Neural networks;Spirals;Computers;Robot sensing systems;Artificial intelligence","","","","12","IEEE","5 Sep 2016","26-27 Nov. 2015","26-27 Nov. 2015","IEEE","IEEE Conferences"
"Ground-based control of Space Station Freedom-based robots","S. Kalaycioglu; S. Seifu","Space and Robotics Technologies, Thomson-CSF Systems Canada, Inc., Nepean, ONT, Canada; Space and Robotics Technologies, Thomson-CSF Systems Canada, Inc., Nepean, ONT, Canada",Proceedings 1992 IEEE International Conference on Robotics and Automation,"6 Aug 2002","1992","","","2796","2798 vol.3","Some of the progress achieved by Thomson-CSF Systems on the mobile servicing system (MSS) Autonomous Robotics Program Phase II is described. The main objective of this program is to develop a concept and its supporting/enabling technologies required to provide a supervised autonomous operation capability for the special purpose dexterous manipulator (SPDM,) on the MSS. The MSS is Canada's contribution to the Space Station Freedom. The authors summarize and highlight the important issues of the supervised autonomous robotic system concept. The functional division responsibility between the human operator and the system is outlined. This division is based on existing capabilities and skills of robots and the human operator to provide an effective operational solution as well as to address the problems of time delays and bandwidth restriction.<>","","0-8186-2720-4","10.1109/ROBOT.1992.220009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=220009","","Space stations;Orbital robotics;Space technology;Robotics and automation;Computer displays;Robot sensing systems;Robot vision systems;Analytical models;Sensor systems;Humans","","1","","4","IEEE","6 Aug 2002","12-14 May 1992","12-14 May 1992","IEEE","IEEE Conferences"
"Determining saturation point in swarm robot","S. Boubou; Y. Tagawa","Department of Mechanical and control engineering, Kyushu Institute of Technology, Kitakyushu, Japan; Department of Mechanical and control engineering, Kyushu Institute of Technology, Kitakyushu, Japan",13th International Conference on Advanced Communication Technology (ICACT2011),"7 Apr 2011","2011","","","288","291","Swarm robotics is a new approach to the coordination of large numbers of relatively simple robots takes its inspiration from the system-level functioning of social insects which have three desired characteristics for multi-robot systems: robustness, flexibility and scalability. Since some of swarm robotics future applications require working in closed environment (e.g. Houses, Warehouses, etc), in this paper we tried to figure the ideal number of agents needed to perform mapping task in those kind of environments (saturation point), taking into account the relation between time and cost. We used Breve -3D Environment for the Simulation of Decentralized Systems- to build our simulation. Since many factors can affect the ideal number of agents, we studied selected important factors which we believe have the highest effects on the final result like task time, area, cost and map's capacity. In conclusion we find what it has to be the saturation point for swarm robotics mapping task. This research will lead to decrease the cost and improve the efficiency in swarm robotics' applications.","1738-9445","978-89-5519-155-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5745795","swarm robotics;autonomous robots;network robotics;swarm intelligence;distributed robotics;collective robotics","Robot kinematics;Robot sensing systems;Service robots;Solid modeling;Three dimensional displays","","","","4","","7 Apr 2011","13-16 Feb. 2011","13-16 Feb. 2011","IEEE","IEEE Conferences"
"Key Techniques in Robocup Middle-Sized Soccer Research","Liu Lei; Xing Rui-zhi; Wang Ke; Wang Wei","Robotics Laboratory, Shenyang Institute of Automation, Chinese Academy and Sciences, China; Robotics Laboratory, Shenyang Institute of Automation, Chinese Academy and Sciences, China; Robotics Laboratory, Shenyang Institute of Automation, Chinese Academy and Sciences, China; Robotics Laboratory, Shenyang Institute of Automation, Chinese Academy and Sciences, China",2004 IEEE International Conference on Robotics and Biomimetics,"24 Oct 2005","2004","","","529","534","This paper introduces our research work of a Robocup middle-sized robot team composed of SmartROB2 robots. Sensor modeling and environmental information processing are described firstly. Then several crucial techniques, such as vision-based identification and localization, path planning and decision-making methods are discussed further. Simulation and experiment results are also given in the last part of this paper, which clearly illustrate the practicability and availability of the methods used in our real robot soccer team","","0-7803-8614-8","10.1109/ROBIO.2004.1521835","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1521835","middle-sized soccer robot;object detection;self localization;path planning;decision making","Robot sensing systems;Robot kinematics;Intelligent robots;Path planning;Mobile robots;Robot vision systems;Laser stability;Decision making;Sensor systems;Cameras","","1","","11","IEEE","24 Oct 2005","22-26 Aug. 2004","22-26 Aug. 2004","IEEE","IEEE Conferences"
"Social Educational Robotics Application: Architecture and Interconnectivity","K. Papadopoulos; A. M. Velentza; P. Christodoulou; N. Fachantidis","School of Educational & Social Policy, University of Macedonia, Thessaloniki, Greece; School of Educational & Social Policy, University of Macedonia, Thessaloniki, Greece; Department of Primary Education, School of Social Sciences and Humanities, University of Western Macedonia, Greece; School of Educational & Social Policy, University of Macedonia, Thessaloniki, Greece","2022 13th International Conference on Information, Intelligence, Systems & Applications (IISA)","30 Sep 2022","2022","","","1","4","Social robots are widely used in educational activities. Apart from their hardware features that makes them capable of interacting with students, teachers, and educational stakeholders, the software applications are of great importance for a successful use. In the current paper, we present the design and architecture of the STIMEY robot application. The application was designed to transmit all information to and from the robot, ensuring communication between the robot agent and a) the educational platform, b) other social robots, c) the current user.","","978-1-6654-6390-4","10.1109/IISA56318.2022.9904372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9904372","social robots;education;software;application;mobile platform;smartphone;architecture.","Social robots;Computer architecture;Software;Hardware;Stakeholders","","2","","24","IEEE","30 Sep 2022","18-20 July 2022","18-20 July 2022","IEEE","IEEE Conferences"
"Preliminary Evaluation of a Soft Wearable Robot for Shoulder Movement Assistance","L. Campioni; G. Dimonte; G. Sciarrone; G. Righi; C. Walsh; M. Gandolla; G. Del Popolo; S. Micera; T. Proietti","Biorobotics Institute and the Department of Excellence in Robotics and Artificial Intelligence, Scuola Superiore Sant’Anna, Pisa, Italy; Biorobotics Institute and the Department of Excellence in Robotics and Artificial Intelligence, Scuola Superiore Sant’Anna, Pisa, Italy; Spinal Unit, Careggi University Hospital, Florence, Italy; Spinal Unit, Careggi University Hospital, Florence, Italy; John A. Paulson School of Engineering and Applied Sciences, Harvard University, Boston, MA, USA; Department of Mechanical Engineering, Politecnico di Milano, Milan, Italy; Spinal Unit, Careggi University Hospital, Florence, Italy; Biorobotics Institute and the Department of Excellence in Robotics and Artificial Intelligence, Scuola Superiore Sant’Anna, Pisa, Italy; Biorobotics Institute and the Department of Excellence in Robotics and Artificial Intelligence, Scuola Superiore Sant’Anna, Pisa, Italy",IEEE Transactions on Medical Robotics and Bionics,"28 Feb 2025","2025","7","1","315","324","Spinal cord injuries (SCI) often lead to upper limb impairment, necessitating innovative solutions for daily assistance beyond traditional rigid robotics due to their impractical weight and size. Despite still preliminary, soft wearables are arising as a possible solution to fill this gap. Here, we demonstrated an enhanced version of a soft inflatable robot that assists the shoulder against gravity, previously tested with different neurological conditions. Noteworthy improvements include a single-layer actuator, simplifying manufacturing, a built-in bending angle and a nylon hammock, for better armpit conformity. We characterized the actuator (approximately  $8 Nm$  at 90° at  $70 kPa$ ) and demonstrated its good transparency, both from a kinematic and a muscular standpoint. Then, on 11 healthy individuals, we showed reductions in shoulder muscle activity (both at the anterior and middle deltoid) while performing a lift and hold task, ranging from 16% to almost 60% of the maximum voluntary contraction. More importantly, we confirmed these effects on two SCI individuals SCI, at two different stages of recovery. While preliminary, considering the limited exploration of soft wearable robots for the shoulder in SCI cases, this is a significant advancement playing an important role in the development of future soft technology for SCI assistance.","2576-3202","","10.1109/TMRB.2025.3527708","#NEXTGENERATIONEU (NGEU); Italian Ministry of University and Research (MUR), National Recovery and Resilience Plan (NRRP) through the Project THE—Tuscany Health Ecosystem (DN. 1553 11.10.2022)(grant numbers:IECS00000017); Project MNESYS—A Multiscale integrated approach to the study of the nervous system in health and disease (DN. 1553 11.10.2022)(grant numbers:PE0000006); Fondation Bertarelli; Swiss National Science Foundation (CHRONOS Project)(grant numbers:184847); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10835215","Soft wearable robotics;rehabilitation robotics;spinal cord injury","Actuators;Shoulder;Robots;Bending;Wearable robots;Testing;Soft robotics;Robot sensing systems;Torso;Read only memory","","11","","34","CCBY","9 Jan 2025","Feb. 2025","","IEEE","IEEE Journals"
"Design and evaluation of an integrated planar localization method for desktop robotics","S. P. N. Singh; K. J. Waldron","Department of Mechanical Engineering, Stanford University, Stanford, CA, USA; Department of Mechanical Engineering, Stanford University, Stanford, CA, USA","IEEE International Conference on Robotics and Automation, 2004. Proceedings. ICRA '04. 2004","27 Sep 2004","2004","2","","1109","1114 Vol.2","Localization and measurement of displacement are critical aspects to the operation and control of mobile robots. The motion of desktop robots, a class of mobile robots designed for use on a table, can be considered a special case of the general localization problem since the vehicle is primarily operated over a flat surface. Using the assumption that the motion of a desktop robot is essentially planar, this paper presents a novel method that senses the motion of two points to obtain both the position and orientation of the robot in two-dimensional space. The paper details how this method can be implemented using low-cost, off-the-shelf sensor hardware components and demonstrates its application in the Desktop-Bot, a compact desktop robot. Experimental testing validated features of this planar localization such as: estimation with minimal mean error (or drift), no external sensing hardware apparatus (i.e., on-board sensing), fast-update rates (/spl sim/50 Hz) and robustness to external occlusion.","1050-4729","0-7803-8232-3","10.1109/ROBOT.2004.1307973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1307973","","Mobile robots;Robot sensing systems;Orbital robotics;Hardware;Displacement measurement;Displacement control;Robot control;Vehicles;Testing;Robustness","","12","","14","IEEE","27 Sep 2004","26 April-1 May 2004","26 April-1 May 2004","IEEE","IEEE Conferences"
